position-title,job_no,cli_no,Cont_externalID,position-startDate,position-type,position-owner,position-headcount,position-note,position-actualSalary,salary_to,position_currency,position-contractLength,position-payRate
Investment Manager,5714,595,4851,17-Jan-2014,PERMANENT,GR ,1,"External_ID: 5714
Job Status: STOP
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Investment Manager/ Private Banker - Leeds,5715,415,-999415,17-Jan-2014,PERMANENT,GR ,1,"External_ID: 5715
Job Status: STOP
Status_Date: 2015-02-27
Benefits: ",0,0,Sterling,0, 
DB/ DC Administrator,5716,75,32002,17-Jan-2014,PERMANENT,JW ,1,"External_ID: 5716
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Audit Senior I -AM,5717,1877,36289,17-Jan-2014,PERMANENT,JF ,1,"External_ID: 5717
Job Status: FILLED
Status_Date: 2014-05-20
Benefits: ",60000,75000,Sterling,0, 
Regional Manager,5718,81,4554,20-Jan-2014,PERMANENT,GR ,1,"External_ID: 5718
Job Status: LOST
Status_Date: 2015-03-30
Benefits: ",50000,70000,Sterling,0, 
Investment Manager - Junior,5719,415,-999415,20-Jan-2014,PERMANENT,GR ,1,"External_ID: 5719
Job Status: STOP
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Administrator,5720,1074,30227,21-Jan-2014,PERMANENT,GD ,1,"External_ID: 5720
Job Status: STOP
Status_Date: 2015-05-11
Benefits: ",20000,25000,Sterling,0, 
Sales Support/Administrator - London,5721,66,12889,21-Jan-2014,PERMANENT,GD ,1,"External_ID: 5721
Job Status: STOP
Status_Date: 2015-05-11
Benefits: ",23000,26500,Sterling,0, 
Pensions Administration,5722,2150,36471,22-Jan-2014,PERMANENT,JW ,1,"External_ID: 5722
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Head Of UK Finance Controls,5723,1877,-9991877,22-Jan-2014,PERMANENT,JF ,1,"External_ID: 5723
Job Status: STOP
Status_Date: 2014-03-05
Benefits: ",85000,95000,Sterling,0, 
Trainee Paraplanner,5724,495,5018,23-Jan-2014,PERMANENT,JLS,1,"External_ID: 5724
Job Status: FILLED
Status_Date: 2014-02-25
Benefits: ",20000,25000,Sterling,0, 
Platform Adoption Consultant - North East,5725,25,22137,23-Jan-2014,PERMANENT,GD ,1,"External_ID: 5725
Job Status: STOP
Status_Date: 2014-02-13
Benefits: ",33000,40000,Sterling,0, 
Corporate Administrator Leeds,5726,438,12855,23-Jan-2014,PERMANENT,JW ,1,"External_ID: 5726
Job Status: STOP
Status_Date: 2014-01-23
Benefits: ",0,0,Sterling,0, 
Senior Investment Manager,5727,403,32202,23-Jan-2014,PERMANENT,GR ,1,"External_ID: 5727
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
Investment Manager - Newcastle,5728,403,32202,23-Jan-2014,PERMANENT,GR ,1,"External_ID: 5728
Job Status: FILLED
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
IFA - Leeds,5729,2898,35642,23-Jan-2014,PERMANENT,GR ,1,"External_ID: 5729
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",30000,50000,Sterling,0, 
Corporate Paraplanner,5730,438,12855,24-Jan-2014,PERMANENT,JW ,1,"External_ID: 5730
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Compliance Officer - Assistant Monitoring,5731,1877,36289,24-Jan-2014,PERMANENT,JF ,1,"External_ID: 5731
Job Status: STOP
Status_Date: 2014-04-11
Benefits: ",50000,60000,Sterling,0, 
BDM - East Anglia,5733,28,314,27-Jan-2014,PERMANENT,GD ,1,"External_ID: 5733
Job Status: STOP
Status_Date: 2014-09-15
Benefits: ",45000,50000,Sterling,0, 
Senior Consultant,5734,447,14513,27-Jan-2014,PERMANENT,JTW,1,"External_ID: 5734
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",60000,80000,Sterling,0, 
Senior Paraplanner,5735,2451,31676,28-Jan-2014,PERMANENT,JTW,1,"External_ID: 5735
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",50000,50000,Sterling,0, 
"Client Support, Bromsgrove",5736,598,29486,28-Jan-2014,PERMANENT,JW ,1,"External_ID: 5736
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Investment Administrator,5737,2451,31676,28-Jan-2014,PERMANENT,JLS,1,"External_ID: 5737
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",30000,30000,Sterling,0, 
DC Consultants,5738,482,22938,29-Jan-2014,PERMANENT,IG ,2,"External_ID: 5738
Job Status: STOP
Status_Date: 2015-03-27
Benefits: ",0,0,Sterling,0, 
New Business Consultant,5739,482,35775,29-Jan-2014,PERMANENT,IG ,2,"External_ID: 5739
Job Status: STOP
Status_Date: 2015-03-27
Benefits: ",0,0,Sterling,0, 
HGV Mechanic/Technician,5740,2725,35786,29-Jan-2014,PERMANENT,JC ,1,"External_ID: 5740
Job Status: STOP
Status_Date: 2014-02-10
Benefits: ",20000,25000,Sterling,0, 
Regional Account Manager - East Anglia,5741,50,555,30-Jan-2014,PERMANENT,GD ,1,"External_ID: 5741
Job Status: FILLED
Status_Date: 2014-03-31
Benefits: ",35000,44000,Sterling,0, 
Regional Account Manager - East Anglia,5741,50,-99950,30-Jan-2014,PERMANENT,GD ,1,"External_ID: 5741
Job Status: FILLED
Status_Date: 2014-03-31
Benefits: ",35000,44000,Sterling,0, 
Trainee IFA/Sales Support,5742,1382,11602,30-Jan-2014,PERMANENT,JW ,1,"External_ID: 5742
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,45000,Sterling,0, 
Reg Reporting (III),5743,1877,-9991877,31-Jan-2014,PERMANENT,JG ,1,"External_ID: 5743
Job Status: STOP
Status_Date: 2014-01-31
Benefits: Bonus And Benefits",30000,35000,Sterling,0, 
EB Consultant,5744,585,35810,31-Jan-2014,PERMANENT,IG ,1,"External_ID: 5744
Job Status: STOP
Status_Date: 2015-03-27
Benefits: ",0,0,Sterling,0, 
Mortgage and Protection Manager,5745,2392,-9992392,3-Feb-2014,PERMANENT,JTW,1,"External_ID: 5745
Job Status: FILLED
Status_Date: 2014-05-19
Benefits: ",30000,30000,Sterling,0, 
EMPLOYED IFA,5746,2185,17555,4-Feb-2014,PERMANENT,JW ,1,"External_ID: 5746
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",35000,35000,Sterling,0, 
E-Shot PCM Glasgow,5747,170,25742,4-Feb-2014,PERMANENT,JW ,1,"External_ID: 5747
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
BDM - Individual Protection Manager,5748,28,35916,4-Feb-2014,PERMANENT,GD ,1,"External_ID: 5748
Job Status: LOST
Status_Date: 2014-05-12
Benefits: Car, Pension, Healthcare",35000,45000,Sterling,0, 
IFA - Cambridge,5749,93,35917,4-Feb-2014,PERMANENT,JTW,1,"External_ID: 5749
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",0,0,Sterling,0, 
Head Of Technical,5750,2303,18856,4-Feb-2014,PERMANENT,JW ,1,"External_ID: 5750
Job Status: STOP
Status_Date: 2015-03-05
Benefits: ",60000,0,Sterling,0, 
Debt Support,5751,170,-999170,5-Feb-2014,PERMANENT,AB ,1,"External_ID: 5751
Job Status: FILLED
Status_Date: 2014-04-08
Benefits: ",30000,50000,Sterling,0, 
BDM - South West,5752,1387,21526,5-Feb-2014,PERMANENT,GD ,1,"External_ID: 5752
Job Status: STOP
Status_Date: 2014-03-12
Benefits: ",50000,55000,Sterling,0, 
BDM - Protection,5753,28,35954,5-Feb-2014,PERMANENT,GD ,1,"External_ID: 5753
Job Status: STOP
Status_Date: 2014-05-13
Benefits: ",35000,48000,Sterling,0, 
Junior/ Trainee IFA,5754,1382,3486,5-Feb-2014,PERMANENT,GR ,1,"External_ID: 5754
Job Status: STOP
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Private Client Administrator,5755,61,30573,7-Feb-2014,PERMANENT,JTW,1,"External_ID: 5755
Job Status: LOST
Status_Date: 2015-03-10
Benefits: ",25000,28000,Sterling,0, 
Group Ops (Spec),5756,495,4127,7-Feb-2014,PERMANENT,JW ,1,"External_ID: 5756
Job Status: STOP
Status_Date: 2015-03-05
Benefits: ",0,0,Sterling,0, 
Training Manager,5757,2756,34723,10-Feb-2014,PERMANENT,GD ,1,"External_ID: 5757
Job Status: STOP
Status_Date: 2018-03-06
Benefits: ",30000,35000,Sterling,0, 
Maintenance Engineer,5758,2906,36036,10-Feb-2014,PERMANENT,GD ,1,"External_ID: 5758
Job Status: STOP
Status_Date: 2018-03-06
Benefits: ",30000,35000,Sterling,0, 
Engineering Supervisor,5759,2770,-9992770,10-Feb-2014,PERMANENT,GD ,1,"External_ID: 5759
Job Status: STOP
Status_Date: 2018-03-06
Benefits: ",40000,45000,Sterling,0, 
Speculative,5760,86,34088,10-Feb-2014,PERMANENT,JW ,1,"External_ID: 5760
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Associate Consultant - DC Investment Consulting,5761,170,36039,10-Feb-2014,PERMANENT,IG ,1,"External_ID: 5761
Job Status: STOP
Status_Date: 2015-03-27
Benefits: ",0,0,Sterling,0, 
Paraplanner,5762,2383,26636,10-Feb-2014,PERMANENT,JLS,1,"External_ID: 5762
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",35000,38000,Sterling,0, 
Independent Financial Adviser,5763,2383,26636,10-Feb-2014,PERMANENT,JTW,1,"External_ID: 5763
Job Status: STOP
Status_Date: 2015-03-10
Benefits: ",50000,50000,Sterling,0, 
Senior Communications Consultant,5764,592,27779,11-Feb-2014,PERMANENT,JW ,1,"External_ID: 5764
Job Status: LOST
Status_Date: 2015-03-18
Benefits: ",0,50000,Sterling,0, 
Client Relationship Director,5765,2727,34014,11-Feb-2014,PERMANENT,JW ,1,"External_ID: 5765
Job Status: STOP
Status_Date: 2015-03-18
Benefits: ",0,55000,Sterling,0, 
Graphic Design Consultant,5766,482,34460,11-Feb-2014,PERMANENT,JW ,1,"External_ID: 5766
Job Status: LOST
Status_Date: 2015-03-18
Benefits: ",0,35000,Sterling,0, 
Scheme Actuary,5767,482,34460,11-Feb-2014,PERMANENT,JW ,1,"External_ID: 5767
Job Status: FILLED
Status_Date: 2015-03-18
Benefits: ",0,70000,Sterling,0, 
Sales Consultant - Reading,5768,13,36067,11-Feb-2014,PERMANENT,GD ,1,"External_ID: 5768
Job Status: FILLED
Status_Date: 2014-07-14
Benefits: ",35000,38000,Sterling,0, 
Telephone Account Manager - London,5769,534,16555,11-Feb-2014,PERMANENT,GD ,1,"External_ID: 5769
Job Status: FILLED
Status_Date: 2014-03-31
Benefits: ",28000,35000,Sterling,0, 
Audit Senior I - FMTS,5770,1877,36289,11-Feb-2014,PERMANENT,JF ,1,"External_ID: 5770
Job Status: STOP
Status_Date: 2014-07-22
Benefits: ",70000,75000,Sterling,0, 
Financial Adviser,5771,50,22697,11-Feb-2014,PERMANENT,JTW,1,"External_ID: 5771
Job Status: STOP
Status_Date: 2015-03-10
Benefits: ",42000,42000,Sterling,0, 
Front And Back End Developer,5772,2903,35827,13-Feb-2014,PERMANENT,JW ,1,"External_ID: 5772
Job Status: LOST
Status_Date: 2015-03-18
Benefits: ",0,30000,Sterling,0, 
Audit Senior II - AM,5773,1877,36289,13-Feb-2014,PERMANENT,JF ,1,"External_ID: 5773
Job Status: FILLED
Status_Date: 2014-07-01
Benefits: ",75000,80000,Sterling,0, 
RSM - Scotland,5774,25,31464,14-Feb-2014,PERMANENT,GD ,1,"External_ID: 5774
Job Status: LOST
Status_Date: 2014-06-20
Benefits: Car, Pension, Healthcare, DIS, Flexibile Benefits Package",65000,75000,Sterling,0, 
Team Move,5775,2358,24683,14-Feb-2014,PERMANENT,GR ,1,"External_ID: 5775
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
Private Banker - Edinburgh,5776,415,36035,14-Feb-2014,PERMANENT,GR ,1,"External_ID: 5776
Job Status: STOP
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Investment Manager - Leeds - Spec,5777,412,20990,14-Feb-2014,PERMANENT,GR ,1,"External_ID: 5777
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
Financial Advisor - North,5778,50,22697,14-Feb-2014,PERMANENT,GR ,2,"External_ID: 5778
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
Reward/Executive Compensation Consultant,5779,622,36132,17-Feb-2014,PERMANENT,JW ,1,"External_ID: 5779
Job Status: FILLED
Status_Date: 2015-06-22
Benefits: ",0,0,Sterling,0, 
Paraplanner,5780,1549,18857,17-Feb-2014,PERMANENT,JLS,1,"External_ID: 5780
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",20000,25000,Sterling,0, 
Senior Marketing Associate,5781,592,27779,17-Feb-2014,PERMANENT,JW ,1,"External_ID: 5781
Job Status: STOP
Status_Date: 2015-03-18
Benefits: ",0,0,Sterling,0, 
Communications Consultant,5782,2362,36145,17-Feb-2014,PERMANENT,JW ,1,"External_ID: 5782
Job Status: LOST
Status_Date: 2015-03-18
Benefits: ",0,0,Sterling,0, 
IFA - Leeds,5783,2734,36170,18-Feb-2014,PERMANENT,GR ,1,"External_ID: 5783
Job Status: LOST
Status_Date: 2014-04-24
Benefits: ",0,0,Sterling,0, 
Financial Services Administrator,5784,2180,17544,18-Feb-2014,PERMANENT,JTW,1,"External_ID: 5784
Job Status: LOST
Status_Date: 2015-03-10
Benefits: ",25000,25000,Sterling,0, 
Paraplanner,5785,2180,17544,18-Feb-2014,PERMANENT,JTW,1,"External_ID: 5785
Job Status: LOST
Status_Date: 2015-03-10
Benefits: ",35000,40000,Sterling,0, 
International Investment Adviser,5786,170,33898,18-Feb-2014,PERMANENT,JTW,1,"External_ID: 5786
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",65000,65000,Sterling,0, 
Executive Compensation Consultant,5787,2920,36206,18-Feb-2014,PERMANENT,JW ,1,"External_ID: 5787
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
Scheme Support Consultant,5788,482,35840,18-Feb-2014,PERMANENT,JW ,1,"External_ID: 5788
Job Status: STOP
Status_Date: 2015-03-18
Benefits: ",0,50000,Sterling,0, 
Head Of Regulatory Reporting,5789,1877,-9991877,18-Feb-2014,PERMANENT,JF ,1,"External_ID: 5789
Job Status: STOP
Status_Date: 2014-05-13
Benefits: ",110000,125000,Sterling,0, 
Asset Care Systems Supervisor,5790,2770,36037,18-Feb-2014,TEMPORARY,GD ,1,"External_ID: 5790
Job Status: FILLED
Status_Date: 2018-03-06
Benefits: ",42000,46000,Sterling,0, 
SIPP Administrator,5791,412,36005,20-Feb-2014,PERMANENT,JTW,2,"External_ID: 5791
Job Status: FILLED
Status_Date: 2014-05-08
Benefits: ",0,0,Sterling,0, 
Section Head,5792,412,36005,20-Feb-2014,PERMANENT,JLS,1,"External_ID: 5792
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",25000,35000,Sterling,0, 
Corp Paraplanner London,5793,86,15435,20-Feb-2014,PERMANENT,JW ,1,"External_ID: 5793
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Corp Paraplanner Sheffield,5794,86,15435,20-Feb-2014,PERMANENT,JW ,1,"External_ID: 5794
Job Status: FILLED
Status_Date: 2014-07-02
Benefits: ",0,0,Sterling,0, 
Corp Administrator London,5795,86,15435,20-Feb-2014,PERMANENT,JW ,1,"External_ID: 5795
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Corp Administrator Sheffield,5796,86,15435,20-Feb-2014,PERMANENT,JW ,1,"External_ID: 5796
Job Status: FILLED
Status_Date: 2014-05-06
Benefits: ",0,0,Sterling,0, 
EC/Reward Consultant,5797,1846,35519,20-Feb-2014,PERMANENT,JW ,1,"External_ID: 5797
Job Status: FILLED
Status_Date: 2015-06-22
Benefits: ",0,0,Sterling,0, 
Financial Planner - Glasgow,5798,50,22697,24-Feb-2014,PERMANENT,JW ,1,"External_ID: 5798
Job Status: STOP
Status_Date: 2015-03-23
Benefits: Car, Home Working Allowance, Flexible Benefits",36000,42000,Sterling,0, 
Business Development Manager,5799,25,31464,24-Feb-2014,PERMANENT,GD ,1,"External_ID: 5799
Job Status: STOP
Status_Date: 2014-11-05
Benefits: ",45000,65000,Sterling,0, 
Protection Adviser,5800,48,33785,24-Feb-2014,PERMANENT,JTW,1,"External_ID: 5800
Job Status: STOP
Status_Date: 2015-03-10
Benefits: ",22000,25000,Sterling,0, 
Senior Paraplanner - London,5801,86,15435,25-Feb-2014,PERMANENT,JTW,1,"External_ID: 5801
Job Status: LOST
Status_Date: 2015-03-10
Benefits: ",40000,40000,Sterling,0, 
Business Development Manager,5802,25,31464,25-Feb-2014,PERMANENT,GD ,1,"External_ID: 5802
Job Status: STOP
Status_Date: 2014-05-12
Benefits: ",40000,55000,Sterling,0, 
Paraplanner,5803,2499,30496,25-Feb-2014,PERMANENT,GR ,1,"External_ID: 5803
Job Status: LOST
Status_Date: 2015-03-16
Benefits: ",30000,30000,Sterling,0, 
PMI Administrator,5804,75,33573,25-Feb-2014,PERMANENT,JW ,1,"External_ID: 5804
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Sesame Retirement Consultant - North,5805,48,16709,26-Feb-2014,PERMANENT,GD ,1,"External_ID: 5805
Job Status: LOST
Status_Date: 2014-03-18
Benefits: ",45000,55000,Sterling,0, 
Production Manager,5806,2729,34026,26-Feb-2014,PERMANENT,GD ,2,"External_ID: 5806
Job Status: STOP
Status_Date: 2018-03-06
Benefits: ",40000,45000,Sterling,0, 
Plant Technician,5807,2764,34838,26-Feb-2014,PERMANENT,JC ,1,"External_ID: 5807
Job Status: STOP
Status_Date: 2014-03-11
Benefits: ",28000,35000,Sterling,0, 
Business Development Manager - North,5808,2303,-9992303,26-Feb-2014,PERMANENT,GD ,1,"External_ID: 5808
Job Status: STOP
Status_Date: 2014-04-11
Benefits: ",40000,50000,Sterling,0, 
Procurement Manager,5809,2927,36312,26-Feb-2014,PERMANENT,JC ,1,"External_ID: 5809
Job Status: STOP
Status_Date: 2014-03-11
Benefits: ",30000,40000,Sterling,0, 
Corporate consultant - Falkirk,5810,86,6797,26-Feb-2014,PERMANENT,IG ,1,"External_ID: 5810
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",0,0,Sterling,0, 
Investment Analyst,5811,482,6020,26-Feb-2014,PERMANENT,JW ,1,"External_ID: 5811
Job Status: LOST
Status_Date: 2015-03-18
Benefits: ",0,35000,Sterling,0, 
Associate Consultant - London,5812,170,35080,27-Feb-2014,PERMANENT,IG ,1,"External_ID: 5812
Job Status: STOP
Status_Date: 2014-07-02
Benefits: ",0,0,Sterling,0, 
Investment Analyst,5813,465,-999465,28-Feb-2014,PERMANENT,JW ,1,"External_ID: 5813
Job Status: STOP
Status_Date: 2015-03-18
Benefits: ",0,0,Sterling,0, 
Spec - Investment Mgr/ Stockbroker,5814,412,18153,28-Feb-2014,PERMANENT,GR ,1,"External_ID: 5814
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",0,0,Sterling,0, 
Accounting Manager - Treasury,5815,1877,35732,28-Feb-2014,PERMANENT,JF ,1,"External_ID: 5815
Job Status: STOP
Status_Date: 2014-07-22
Benefits: ",50000,55000,Sterling,0, 
Head Of Protection Sales,5816,28,28679,28-Feb-2014,PERMANENT,GD ,1,"External_ID: 5816
Job Status: LOST
Status_Date: 2014-05-12
Benefits: ",55000,60000,Sterling,0, 
IFA,5817,2940,36362,28-Feb-2014,PERMANENT,GR ,1,"External_ID: 5817
Job Status: FILLED
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Training And Competence Manager,5818,170,33898,3-Mar-2014,PERMANENT,JTW,1,"External_ID: 5818
Job Status: FILLED
Status_Date: 2014-09-25
Benefits: ",45000,60000,Sterling,0, 
Sales Consultant,5819,55,36398,3-Mar-2014,PERMANENT,GD ,9,"External_ID: 5819
Job Status: STOP
Status_Date: 2014-06-27
Benefits: Car, Pension, Healthcare Etc",40000,45000,Sterling,0, 
Risk Manager VP,5820,170,33898,4-Mar-2014,PERMANENT,AB ,1,"External_ID: 5820
Job Status: STOP
Status_Date: 2015-03-16
Benefits: ",60000,80000,Sterling,0, 
BDM - Scotland & NI,5821,55,20806,4-Mar-2014,PERMANENT,GD ,1,"External_ID: 5821
Job Status: FILLED
Status_Date: 2014-04-30
Benefits: ",40000,45000,Sterling,0, 
BDM - NW & NE,5822,55,36398,4-Mar-2014,PERMANENT,GD ,1,"External_ID: 5822
Job Status: LOST
Status_Date: 2014-05-12
Benefits: ",40000,45000,Sterling,0, 
BDM - Midlands,5823,55,36398,4-Mar-2014,PERMANENT,GD ,1,"External_ID: 5823
Job Status: FILLED
Status_Date: 2014-06-20
Benefits: ",40000,45000,Sterling,0, 
Sales Consultant - Sussex,5824,13,13429,4-Mar-2014,PERMANENT,GD ,1,"External_ID: 5824
Job Status: FILLED
Status_Date: 2014-06-10
Benefits: ",35000,40000,Sterling,0, 
Legal Entity Controller I,5825,1877,35732,4-Mar-2014,PERMANENT,JF ,1,"External_ID: 5825
Job Status: STOP
Status_Date: 2014-08-20
Benefits: ",38000,44000,Sterling,0, 
Private Client Director - North West,5826,1500,32671,4-Mar-2014,PERMANENT,GR ,1,"External_ID: 5826
Job Status: STOP
Status_Date: 2015-03-19
Benefits: ",60000,60000,Sterling,0, 
Junior DC Communications Consultant,5827,633,36407,5-Mar-2014,PERMANENT,JW ,1,"External_ID: 5827
Job Status: FILLED
Status_Date: 2014-06-02
Benefits: ",0,28000,Sterling,0, 
Private Client Director - Scot & N East,5828,1500,32671,5-Mar-2014,PERMANENT,GR ,1,"External_ID: 5828
Job Status: FILLED
Status_Date: 2014-09-22
Benefits: ",60000,60000,Sterling,0, 
Production Team Leader,5829,2770,-9992770,6-Mar-2014,PERMANENT,GD ,1,"External_ID: 5829
Job Status: STOP
Status_Date: 2018-03-06
Benefits: ",40000,45000,Sterling,0, 
Administrator,5830,485,6505,6-Mar-2014,PERMANENT,JLS,1,"External_ID: 5830
Job Status: LOST
Status_Date: 2014-03-24
Benefits: ",22000,28000,Sterling,0, 
"Data Cleanse, Glasgow",5831,332,35780,7-Mar-2014,PERMANENT,JW ,1,"External_ID: 5831
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Protection Distribution Development Director,5832,28,36461,7-Mar-2014,PERMANENT,GD ,1,"External_ID: 5832
Job Status: LOST
Status_Date: 2014-06-19
Benefits: ",80000,90000,Sterling,0, 
Group Risk Administrator,5833,447,7327,7-Mar-2014,PERMANENT,JW ,1,"External_ID: 5833
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Group Risk Administrator,5833,447,-999447,7-Mar-2014,PERMANENT,JW ,1,"External_ID: 5833
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Pensions Team Leader,5835,447,-999447,11-Mar-2014,PERMANENT,JW ,1,"External_ID: 5835
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Pensions Team Leader,5835,447,7327,11-Mar-2014,PERMANENT,JW ,1,"External_ID: 5835
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
Investment Advisor - Glasgow,5836,170,33065,12-Mar-2014,PERMANENT,GR ,1,"External_ID: 5836
Job Status: LOST
Status_Date: 2015-03-19
Benefits: ",0,0,Sterling,0, 
Client Services Manager,5837,516,4228,13-Mar-2014,PERMANENT,JW ,1,"External_ID: 5837
Job Status: FILLED
Status_Date: 2014-05-27
Benefits: ",30000,0,Sterling,0, 
Risk And Healthcare Admin,5838,61,36590,13-Mar-2014,PERMANENT,JW ,1,"External_ID: 5838
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",0,0,Sterling,0, 
EMEA RRP Manager,5839,1877,35732,13-Mar-2014,PERMANENT,JF ,1,"External_ID: 5839
Job Status: STOP
Status_Date: 2014-07-01
Benefits: ",60000,72000,Sterling,0, 
Exeter,5840,1382,4737,14-Mar-2014,PERMANENT,JTW,1,"External_ID: 5840
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",0,0,Sterling,0, 
Senior Financial Planner - Norwich,5841,1382,4737,14-Mar-2014,PERMANENT,JTW,1,"External_ID: 5841
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",0,0,Sterling,0, 
Senior Financial Planner - Cardiff,5842,1382,4737,14-Mar-2014,PERMANENT,JTW,1,"External_ID: 5842
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",0,0,Sterling,0, 
Senior Financial Planner - Kent,5843,1382,4737,14-Mar-2014,PERMANENT,JTW,1,"External_ID: 5843
Job Status: FILLED
Status_Date: 2014-09-18
Benefits: ",0,0,Sterling,0, 
Financial Planner - North West,5844,1382,3486,14-Mar-2014,PERMANENT,GR ,1,"External_ID: 5844
Job Status: STOP
Status_Date: 2015-03-31
Benefits: ",0,0,Sterling,0, 
Senior Financial Planner Glasgow,5845,1382,4737,14-Mar-2014,PERMANENT,JW ,1,"External_ID: 5845
Job Status: STOP
Status_Date: 2015-03-23
Benefits: ",60000,70000,Sterling,0, 
